Freq.	V(n001)
4.89744992704323e+02	(-5.04531781376529e+01dB,1.79997109744428e+02°)
4.90873971509966e+02	(-5.04531781377039e+01dB,1.79997103081700e+02°)
4.92005552880540e+02	(-5.04531781377551e+01dB,1.79997096403614e+02°)
4.93139742815578e+02	(-5.04531781378066e+01dB,1.79997089710133e+02°)
4.94276547328443e+02	(-5.04531781378583e+01dB,1.79997083001222e+02°)
4.95415972446357e+02	(-5.04531781379103e+01dB,1.79997076276845e+02°)
4.96558024210440e+02	(-5.04531781379625e+01dB,1.79997069536968e+02°)
4.97702708675736e+02	(-5.04531781380149e+01dB,1.79997062781553e+02°)
4.98850031911249e+02	(-5.04531781380676e+01dB,1.79997056010565e+02°)
4.99999999999973e+02	(-5.04531781381205e+01dB,1.79997049223968e+02°)
5.01152619038922e+02	(-5.04531781381737e+01dB,1.79997042421727e+02°)
5.02307895139170e+02	(-5.04531781382271e+01dB,1.79997035603805e+02°)
5.03465834425875e+02	(-5.04531781382808e+01dB,1.79997028770166e+02°)
5.04626443038315e+02	(-5.04531781383347e+01dB,1.79997021920774e+02°)
5.05789727129922e+02	(-5.04531781383888e+01dB,1.79997015055592e+02°)
5.06955692868312e+02	(-5.04531781384432e+01dB,1.79997008174585e+02°)
5.08124346435320e+02	(-5.04531781384979e+01dB,1.79997001277715e+02°)
5.09295694027030e+02	(-5.04531781385528e+01dB,1.79996994364946e+02°)
5.10469741853812e+02	(-5.04531781386080e+01dB,1.79996987436242e+02°)
5.11646496140349e+02	(-5.04531781386634e+01dB,1.79996980491565e+02°)
5.12825963125676e+02	(-5.04531781387191e+01dB,1.79996973530879e+02°)
5.14008149063208e+02	(-5.04531781387750e+01dB,1.79996966554147e+02°)
5.15193060220780e+02	(-5.04531781388312e+01dB,1.79996959561333e+02°)
5.16380702880670e+02	(-5.04531781388877e+01dB,1.79996952552398e+02°)
5.17571083339643e+02	(-5.04531781389444e+01dB,1.79996945527305e+02°)
5.18764207908978e+02	(-5.04531781390013e+01dB,1.79996938486019e+02°)
5.19960082914501e+02	(-5.04531781390586e+01dB,1.79996931428500e+02°)
5.21158714696623e+02	(-5.04531781391161e+01dB,1.79996924354712e+02°)
5.22360109610371e+02	(-5.04531781391738e+01dB,1.79996917264618e+02°)
5.23564274025421e+02	(-5.04531781392319e+01dB,1.79996910158179e+02°)
5.24771214326132e+02	(-5.04531781392902e+01dB,1.79996903035358e+02°)
5.25980936911582e+02	(-5.04531781393487e+01dB,1.79996895896117e+02°)
5.27193448195600e+02	(-5.04531781394076e+01dB,1.79996888740418e+02°)
5.28408754606800e+02	(-5.04531781394667e+01dB,1.79996881568224e+02°)
5.29626862588615e+02	(-5.04531781395261e+01dB,1.79996874379497e+02°)
5.30847778599333e+02	(-5.04531781395857e+01dB,1.79996867174197e+02°)
5.32071509112128e+02	(-5.04531781396456e+01dB,1.79996859952288e+02°)
5.33298060615099e+02	(-5.04531781397058e+01dB,1.79996852713730e+02°)
5.34527439611299e+02	(-5.04531781397663e+01dB,1.79996845458486e+02°)
5.35759652618773e+02	(-5.04531781398271e+01dB,1.79996838186517e+02°)
5.36994706170592e+02	(-5.04531781398882e+01dB,1.79996830897784e+02°)
5.38232606814887e+02	(-5.04531781399495e+01dB,1.79996823592249e+02°)
5.39473361114884e+02	(-5.04531781400111e+01dB,1.79996816269873e+02°)
5.40716975648938e+02	(-5.04531781400730e+01dB,1.79996808930617e+02°)
5.41963457010571e+02	(-5.04531781401352e+01dB,1.79996801574442e+02°)
5.43212811808502e+02	(-5.04531781401976e+01dB,1.79996794201310e+02°)
5.44465046666686e+02	(-5.04531781402604e+01dB,1.79996786811181e+02°)
5.45720168224347e+02	(-5.04531781403234e+01dB,1.79996779404016e+02°)
5.46978183136016e+02	(-5.04531781403868e+01dB,1.79996771979775e+02°)
5.48239098071561e+02	(-5.04531781404504e+01dB,1.79996764538420e+02°)
5.49502919716229e+02	(-5.04531781405143e+01dB,1.79996757079911e+02°)
5.50769654770676e+02	(-5.04531781405785e+01dB,1.79996749604208e+02°)
5.52039309951005e+02	(-5.04531781406431e+01dB,1.79996742111272e+02°)
5.53311891988802e+02	(-5.04531781407079e+01dB,1.79996734601063e+02°)
5.54587407631169e+02	(-5.04531781407730e+01dB,1.79996727073541e+02°)
5.55865863640764e+02	(-5.04531781408384e+01dB,1.79996719528666e+02°)
5.57147266795833e+02	(-5.04531781409041e+01dB,1.79996711966399e+02°)
5.58431623890249e+02	(-5.04531781409701e+01dB,1.79996704386698e+02°)
5.59718941733544e+02	(-5.04531781410364e+01dB,1.79996696789525e+02°)
5.61009227150950e+02	(-5.04531781411031e+01dB,1.79996689174839e+02°)
5.62302486983431e+02	(-5.04531781411700e+01dB,1.79996681542598e+02°)
5.63598728087723e+02	(-5.04531781412373e+01dB,1.79996673892764e+02°)
5.64897957336367e+02	(-5.04531781413048e+01dB,1.79996666225295e+02°)
5.66200181617746e+02	(-5.04531781413727e+01dB,1.79996658540151e+02°)
5.67505407836125e+02	(-5.04531781414409e+01dB,1.79996650837290e+02°)
5.68813642911683e+02	(-5.04531781415093e+01dB,1.79996643116673e+02°)
5.70124893780552e+02	(-5.04531781415782e+01dB,1.79996635378258e+02°)
5.71439167394853e+02	(-5.04531781416473e+01dB,1.79996627622003e+02°)
5.72756470722735e+02	(-5.04531781417167e+01dB,1.79996619847869e+02°)
5.74076810748408e+02	(-5.04531781417865e+01dB,1.79996612055814e+02°)
5.75400194472185e+02	(-5.04531781418566e+01dB,1.79996604245796e+02°)
5.76726628910513e+02	(-5.04531781419270e+01dB,1.79996596417774e+02°)
5.78056121096016e+02	(-5.04531781419978e+01dB,1.79996588571707e+02°)
5.79388678077529e+02	(-5.04531781420688e+01dB,1.79996580707552e+02°)
5.80724306920138e+02	(-5.04531781421402e+01dB,1.79996572825269e+02°)
5.82063014705212e+02	(-5.04531781422119e+01dB,1.79996564924816e+02°)
5.83404808530447e+02	(-5.04531781422840e+01dB,1.79996557006149e+02°)
5.84749695509901e+02	(-5.04531781423564e+01dB,1.79996549069229e+02°)
5.86097682774031e+02	(-5.04531781424291e+01dB,1.79996541114012e+02°)
5.87448777469731e+02	(-5.04531781425021e+01dB,1.79996533140456e+02°)
5.88802986760369e+02	(-5.04531781425755e+01dB,1.79996525148520e+02°)
5.90160317825830e+02	(-5.04531781426493e+01dB,1.79996517138160e+02°)
5.91520777862548e+02	(-5.04531781427233e+01dB,1.79996509109334e+02°)
5.92884374083545e+02	(-5.04531781427978e+01dB,1.79996501062000e+02°)
5.94251113718474e+02	(-5.04531781428725e+01dB,1.79996492996115e+02°)
5.95621004013653e+02	(-5.04531781429476e+01dB,1.79996484911636e+02°)
5.96994052232102e+02	(-5.04531781430231e+01dB,1.79996476808520e+02°)
5.98370265653587e+02	(-5.04531781430989e+01dB,1.79996468686725e+02°)
5.99749651574654e+02	(-5.04531781431750e+01dB,1.79996460546208e+02°)
6.01132217308671e+02	(-5.04531781432515e+01dB,1.79996452386924e+02°)
6.02517970185863e+02	(-5.04531781433284e+01dB,1.79996444208831e+02°)
6.03906917553355e+02	(-5.04531781434056e+01dB,1.79996436011886e+02°)
6.05299066775206e+02	(-5.04531781434831e+01dB,1.79996427796045e+02°)
6.06694425232453e+02	(-5.04531781435611e+01dB,1.79996419561264e+02°)
6.08093000323148e+02	(-5.04531781436393e+01dB,1.79996411307501e+02°)
6.09494799462397e+02	(-5.04531781437180e+01dB,1.79996403034710e+02°)
6.10899830082400e+02	(-5.04531781437970e+01dB,1.79996394742849e+02°)
6.12308099632488e+02	(-5.04531781438764e+01dB,1.79996386431873e+02°)
6.13719615579167e+02	(-5.04531781439561e+01dB,1.79996378101738e+02°)
6.15134385406154e+02	(-5.04531781440362e+01dB,1.79996369752400e+02°)
6.16552416614418e+02	(-5.04531781441167e+01dB,1.79996361383815e+02°)
6.17973716722219e+02	(-5.04531781441975e+01dB,1.79996352995939e+02°)
6.19398293265148e+02	(-5.04531781442787e+01dB,1.79996344588726e+02°)
6.20826153796169e+02	(-5.04531781443603e+01dB,1.79996336162133e+02°)
6.22257305885656e+02	(-5.04531781444423e+01dB,1.79996327716114e+02°)
6.23691757121435e+02	(-5.04531781445247e+01dB,1.79996319250626e+02°)
6.25129515108823e+02	(-5.04531781446074e+01dB,1.79996310765622e+02°)
6.26570587470671e+02	(-5.04531781446905e+01dB,1.79996302261058e+02°)
6.28014981847400e+02	(-5.04531781447740e+01dB,1.79996293736890e+02°)
6.29462705897046e+02	(-5.04531781448579e+01dB,1.79996285193071e+02°)
6.30913767295298e+02	(-5.04531781449421e+01dB,1.79996276629557e+02°)
6.32368173735538e+02	(-5.04531781450268e+01dB,1.79996268046301e+02°)
6.33825932928885e+02	(-5.04531781451118e+01dB,1.79996259443260e+02°)
6.35287052604233e+02	(-5.04531781451973e+01dB,1.79996250820386e+02°)
6.36751540508293e+02	(-5.04531781452831e+01dB,1.79996242177634e+02°)
6.38219404405634e+02	(-5.04531781453693e+01dB,1.79996233514959e+02°)
6.39690652078724e+02	(-5.04531781454560e+01dB,1.79996224832314e+02°)
6.41165291327972e+02	(-5.04531781455430e+01dB,1.79996216129654e+02°)
6.42643329971769e+02	(-5.04531781456304e+01dB,1.79996207406932e+02°)
6.44124775846528e+02	(-5.04531781457183e+01dB,1.79996198664102e+02°)
6.45609636806728e+02	(-5.04531781458065e+01dB,1.79996189901118e+02°)
6.47097920724954e+02	(-5.04531781458952e+01dB,1.79996181117933e+02°)
6.48589635491939e+02	(-5.04531781459842e+01dB,1.79996172314501e+02°)
6.50084789016606e+02	(-5.04531781460737e+01dB,1.79996163490774e+02°)
6.51583389226110e+02	(-5.04531781461635e+01dB,1.79996154646707e+02°)
6.53085444065881e+02	(-5.04531781462538e+01dB,1.79996145782252e+02°)
6.54590961499664e+02	(-5.04531781463445e+01dB,1.79996136897363e+02°)
6.56099949509562e+02	(-5.04531781464357e+01dB,1.79996127991992e+02°)
6.57612416096079e+02	(-5.04531781465272e+01dB,1.79996119066091e+02°)
6.59128369278163e+02	(-5.04531781466192e+01dB,1.79996110119615e+02°)
6.60647817093247e+02	(-5.04531781467116e+01dB,1.79996101152514e+02°)
6.62170767597292e+02	(-5.04531781468044e+01dB,1.79996092164743e+02°)
6.63697228864829e+02	(-5.04531781468977e+01dB,1.79996083156252e+02°)
6.65227208989005e+02	(-5.04531781469914e+01dB,1.79996074126995e+02°)
6.66760716081621e+02	(-5.04531781470855e+01dB,1.79996065076923e+02°)
6.68297758273180e+02	(-5.04531781471800e+01dB,1.79996056005988e+02°)
6.69838343712927e+02	(-5.04531781472750e+01dB,1.79996046914143e+02°)
6.71382480568891e+02	(-5.04531781473704e+01dB,1.79996037801339e+02°)
6.72930177027933e+02	(-5.04531781474663e+01dB,1.79996028667528e+02°)
6.74481441295785e+02	(-5.04531781475626e+01dB,1.79996019512661e+02°)
6.76036281597097e+02	(-5.04531781476593e+01dB,1.79996010336690e+02°)
6.77594706175476e+02	(-5.04531781477565e+01dB,1.79996001139567e+02°)
6.79156723293535e+02	(-5.04531781478542e+01dB,1.79995991921241e+02°)
6.80722341232933e+02	(-5.04531781479523e+01dB,1.79995982681665e+02°)
6.82291568294420e+02	(-5.04531781480508e+01dB,1.79995973420790e+02°)
6.83864412797882e+02	(-5.04531781481499e+01dB,1.79995964138567e+02°)
6.85440883082385e+02	(-5.04531781482493e+01dB,1.79995954834945e+02°)
6.87020987506215e+02	(-5.04531781483492e+01dB,1.79995945509877e+02°)
6.88604734446931e+02	(-5.04531781484496e+01dB,1.79995936163312e+02°)
6.90192132301400e+02	(-5.04531781485505e+01dB,1.79995926795201e+02°)
6.91783189485848e+02	(-5.04531781486518e+01dB,1.79995917405494e+02°)
6.93377914435901e+02	(-5.04531781487535e+01dB,1.79995907994142e+02°)
6.94976315606634e+02	(-5.04531781488558e+01dB,1.79995898561094e+02°)
6.96578401472608e+02	(-5.04531781489585e+01dB,1.79995889106301e+02°)
6.98184180527925e+02	(-5.04531781490617e+01dB,1.79995879629712e+02°)
6.99793661286266e+02	(-5.04531781491654e+01dB,1.79995870131278e+02°)
7.01406852280936e+02	(-5.04531781492695e+01dB,1.79995860610947e+02°)
7.03023762064913e+02	(-5.04531781493742e+01dB,1.79995851068670e+02°)
7.04644399210894e+02	(-5.04531781494793e+01dB,1.79995841504395e+02°)
7.06268772311333e+02	(-5.04531781495849e+01dB,1.79995831918073e+02°)
7.07896889978497e+02	(-5.04531781496910e+01dB,1.79995822309652e+02°)
7.09528760844502e+02	(-5.04531781497975e+01dB,1.79995812679081e+02°)
7.11164393561366e+02	(-5.04531781499046e+01dB,1.79995803026310e+02°)
7.12803796801050e+02	(-5.04531781500122e+01dB,1.79995793351286e+02°)
7.14446979255507e+02	(-5.04531781501202e+01dB,1.79995783653959e+02°)
7.16093949636727e+02	(-5.04531781502288e+01dB,1.79995773934278e+02°)
7.17744716676783e+02	(-5.04531781503378e+01dB,1.79995764192190e+02°)
7.19399289127878e+02	(-5.04531781504474e+01dB,1.79995754427645e+02°)
7.21057675762389e+02	(-5.04531781505575e+01dB,1.79995744640590e+02°)
7.22719885372918e+02	(-5.04531781506680e+01dB,1.79995734830973e+02°)
7.24385926772335e+02	(-5.04531781507791e+01dB,1.79995724998743e+02°)
7.26055808793826e+02	(-5.04531781508907e+01dB,1.79995715143848e+02°)
7.27729540290937e+02	(-5.04531781510028e+01dB,1.79995705266234e+02°)
7.29407130137628e+02	(-5.04531781511155e+01dB,1.79995695365850e+02°)
7.31088587228313e+02	(-5.04531781512286e+01dB,1.79995685442644e+02°)
7.32773920477910e+02	(-5.04531781513423e+01dB,1.79995675496562e+02°)
7.34463138821887e+02	(-5.04531781514565e+01dB,1.79995665527552e+02°)
7.36156251216313e+02	(-5.04531781515712e+01dB,1.79995655535561e+02°)
7.37853266637901e+02	(-5.04531781516865e+01dB,1.79995645520536e+02°)
7.39554194084057e+02	(-5.04531781518023e+01dB,1.79995635482424e+02°)
7.41259042572930e+02	(-5.04531781519186e+01dB,1.79995625421172e+02°)
7.42967821143456e+02	(-5.04531781520354e+01dB,1.79995615336727e+02°)
7.44680538855410e+02	(-5.04531781521528e+01dB,1.79995605229034e+02°)
7.46397204789451e+02	(-5.04531781522708e+01dB,1.79995595098041e+02°)
7.48117828047169e+02	(-5.04531781523893e+01dB,1.79995584943693e+02°)
7.49842417751139e+02	(-5.04531781525083e+01dB,1.79995574765937e+02°)
7.51570983044963e+02	(-5.04531781526279e+01dB,1.79995564564719e+02°)
7.53303533093323e+02	(-5.04531781527480e+01dB,1.79995554339985e+02°)
7.55040077082026e+02	(-5.04531781528687e+01dB,1.79995544091680e+02°)
7.56780624218056e+02	(-5.04531781529899e+01dB,1.79995533819751e+02°)
7.58525183729620e+02	(-5.04531781531117e+01dB,1.79995523524142e+02°)
7.60273764866199e+02	(-5.04531781532341e+01dB,1.79995513204799e+02°)
7.62026376898597e+02	(-5.04531781533570e+01dB,1.79995502861668e+02°)
7.63783029118987e+02	(-5.04531781534805e+01dB,1.79995492494694e+02°)
7.65543730840966e+02	(-5.04531781536046e+01dB,1.79995482103821e+02°)
7.67308491399598e+02	(-5.04531781537292e+01dB,1.79995471688995e+02°)
7.69077320151468e+02	(-5.04531781538544e+01dB,1.79995461250160e+02°)
7.70850226474730e+02	(-5.04531781539802e+01dB,1.79995450787261e+02°)
7.72627219769157e+02	(-5.04531781541066e+01dB,1.79995440300242e+02°)
7.74408309456191e+02	(-5.04531781542336e+01dB,1.79995429789049e+02°)
7.76193504978991e+02	(-5.04531781543611e+01dB,1.79995419253625e+02°)
7.77982815802487e+02	(-5.04531781544893e+01dB,1.79995408693914e+02°)
7.79776251413427e+02	(-5.04531781546180e+01dB,1.79995398109860e+02°)
7.81573821320427e+02	(-5.04531781547473e+01dB,1.79995387501408e+02°)
7.83375535054024e+02	(-5.04531781548772e+01dB,1.79995376868501e+02°)
7.85181402166726e+02	(-5.04531781550077e+01dB,1.79995366211082e+02°)
7.86991432233059e+02	(-5.04531781551388e+01dB,1.79995355529095e+02°)
7.88805634849623e+02	(-5.04531781552706e+01dB,1.79995344822484e+02°)
7.90624019635140e+02	(-5.04531781554029e+01dB,1.79995334091192e+02°)
7.92446596230505e+02	(-5.04531781555358e+01dB,1.79995323335161e+02°)
7.94273374298838e+02	(-5.04531781556694e+01dB,1.79995312554335e+02°)
7.96104363525533e+02	(-5.04531781558035e+01dB,1.79995301748657e+02°)
7.97939573618315e+02	(-5.04531781559383e+01dB,1.79995290918069e+02°)
7.99779014307282e+02	(-5.04531781560738e+01dB,1.79995280062514e+02°)
8.01622695344969e+02	(-5.04531781562098e+01dB,1.79995269181935e+02°)
8.03470626506386e+02	(-5.04531781563465e+01dB,1.79995258276273e+02°)
8.05322817589083e+02	(-5.04531781564838e+01dB,1.79995247345471e+02°)
8.07179278413191e+02	(-5.04531781566217e+01dB,1.79995236389471e+02°)
8.09040018821480e+02	(-5.04531781567602e+01dB,1.79995225408214e+02°)
8.10905048679412e+02	(-5.04531781568994e+01dB,1.79995214401644e+02°)
8.12774377875189e+02	(-5.04531781570393e+01dB,1.79995203369700e+02°)
8.14648016319808e+02	(-5.04531781571798e+01dB,1.79995192312325e+02°)
8.16525973947114e+02	(-5.04531781573209e+01dB,1.79995181229461e+02°)
8.18408260713851e+02	(-5.04531781574627e+01dB,1.79995170121047e+02°)
8.20294886599716e+02	(-5.04531781576052e+01dB,1.79995158987027e+02°)
8.22185861607412e+02	(-5.04531781577483e+01dB,1.79995147827339e+02°)
8.24081195762700e+02	(-5.04531781578920e+01dB,1.79995136641926e+02°)
8.25980899114453e+02	(-5.04531781580365e+01dB,1.79995125430728e+02°)
8.27884981734710e+02	(-5.04531781581816e+01dB,1.79995114193685e+02°)
8.29793453718726e+02	(-5.04531781583273e+01dB,1.79995102930739e+02°)
8.31706325185030e+02	(-5.04531781584738e+01dB,1.79995091641828e+02°)
8.33623606275477e+02	(-5.04531781586209e+01dB,1.79995080326894e+02°)
8.35545307155299e+02	(-5.04531781587687e+01dB,1.79995068985876e+02°)
8.37471438013163e+02	(-5.04531781589172e+01dB,1.79995057618715e+02°)
8.39402009061225e+02	(-5.04531781590663e+01dB,1.79995046225349e+02°)
8.41337030535178e+02	(-5.04531781592162e+01dB,1.79995034805719e+02°)
8.43276512694315e+02	(-5.04531781593667e+01dB,1.79995023359765e+02°)
8.45220465821576e+02	(-5.04531781595180e+01dB,1.79995011887424e+02°)
8.47168900223608e+02	(-5.04531781596699e+01dB,1.79995000388637e+02°)
8.49121826230816e+02	(-5.04531781598225e+01dB,1.79994988863343e+02°)
8.51079254197419e+02	(-5.04531781599759e+01dB,1.79994977311480e+02°)
8.53041194501505e+02	(-5.04531781601299e+01dB,1.79994965732987e+02°)
8.55007657545087e+02	(-5.04531781602847e+01dB,1.79994954127803e+02°)
8.56978653754156e+02	(-5.04531781604402e+01dB,1.79994942495866e+02°)
8.58954193578737e+02	(-5.04531781605964e+01dB,1.79994930837115e+02°)
8.60934287492946e+02	(-5.04531781607533e+01dB,1.79994919151488e+02°)
8.62918945995044e+02	(-5.04531781609109e+01dB,1.79994907438923e+02°)
8.64908179607493e+02	(-5.04531781610693e+01dB,1.79994895699357e+02°)
8.66901998877011e+02	(-5.04531781612284e+01dB,1.79994883932729e+02°)
8.68900414374630e+02	(-5.04531781613882e+01dB,1.79994872138976e+02°)
8.70903436695749e+02	(-5.04531781615487e+01dB,1.79994860318035e+02°)
8.72911076460193e+02	(-5.04531781617101e+01dB,1.79994848469845e+02°)
8.74923344312270e+02	(-5.04531781618721e+01dB,1.79994836594341e+02°)
8.76940250920822e+02	(-5.04531781620349e+01dB,1.79994824691462e+02°)
8.78961806979287e+02	(-5.04531781621985e+01dB,1.79994812761144e+02°)
8.80988023205755e+02	(-5.04531781623628e+01dB,1.79994800803323e+02°)
8.83018910343023e+02	(-5.04531781625278e+01dB,1.79994788817937e+02°)
8.85054479158651e+02	(-5.04531781626937e+01dB,1.79994776804922e+02°)
8.87094740445023e+02	(-5.04531781628603e+01dB,1.79994764764214e+02°)
8.89139705019402e+02	(-5.04531781630276e+01dB,1.79994752695749e+02°)
8.91189383723985e+02	(-5.04531781631958e+01dB,1.79994740599464e+02°)
8.93243787425965e+02	(-5.04531781633647e+01dB,1.79994728475293e+02°)
8.95302927017587e+02	(-5.04531781635344e+01dB,1.79994716323174e+02°)
8.97366813416203e+02	(-5.04531781637048e+01dB,1.79994704143041e+02°)
8.99435457564333e+02	(-5.04531781638761e+01dB,1.79994691934830e+02°)
9.01508870429724e+02	(-5.04531781640481e+01dB,1.79994679698476e+02°)
9.03587063005402e+02	(-5.04531781642210e+01dB,1.79994667433914e+02°)
9.05670046309740e+02	(-5.04531781643946e+01dB,1.79994655141080e+02°)
9.07757831386506e+02	(-5.04531781645691e+01dB,1.79994642819908e+02°)
9.09850429304930e+02	(-5.04531781647443e+01dB,1.79994630470332e+02°)
9.11947851159757e+02	(-5.04531781649204e+01dB,1.79994618092288e+02°)
9.14050108071309e+02	(-5.04531781650973e+01dB,1.79994605685710e+02°)
9.16157211185543e+02	(-5.04531781652749e+01dB,1.79994593250531e+02°)
9.18269171674111e+02	(-5.04531781654535e+01dB,1.79994580786686e+02°)
9.20386000734415e+02	(-5.04531781656328e+01dB,1.79994568294110e+02°)
9.22507709589674e+02	(-5.04531781658130e+01dB,1.79994555772734e+02°)
9.24634309488976e+02	(-5.04531781659939e+01dB,1.79994543222495e+02°)
9.26765811707342e+02	(-5.04531781661758e+01dB,1.79994530643323e+02°)
9.28902227545786e+02	(-5.04531781663584e+01dB,1.79994518035154e+02°)
9.31043568331370e+02	(-5.04531781665419e+01dB,1.79994505397920e+02°)
9.33189845417271e+02	(-5.04531781667263e+01dB,1.79994492731554e+02°)
9.35341070182836e+02	(-5.04531781669115e+01dB,1.79994480035989e+02°)
9.37497254033645e+02	(-5.04531781670976e+01dB,1.79994467311158e+02°)
9.39658408401570e+02	(-5.04531781672845e+01dB,1.79994454556993e+02°)
9.41824544744836e+02	(-5.04531781674723e+01dB,1.79994441773427e+02°)
9.43995674548082e+02	(-5.04531781676609e+01dB,1.79994428960392e+02°)
9.46171809322423e+02	(-5.04531781678504e+01dB,1.79994416117819e+02°)
9.48352960605508e+02	(-5.04531781680408e+01dB,1.79994403245641e+02°)
9.50539139961585e+02	(-5.04531781682321e+01dB,1.79994390343790e+02°)
9.52730358981558e+02	(-5.04531781684243e+01dB,1.79994377412197e+02°)
9.54926629283053e+02	(-5.04531781686173e+01dB,1.79994364450794e+02°)
9.57127962510477e+02	(-5.04531781688112e+01dB,1.79994351459511e+02°)
9.59334370335079e+02	(-5.04531781690061e+01dB,1.79994338438281e+02°)
9.61545864455013e+02	(-5.04531781692018e+01dB,1.79994325387033e+02°)
9.63762456595401e+02	(-5.04531781693984e+01dB,1.79994312305699e+02°)
9.65984158508395e+02	(-5.04531781695960e+01dB,1.79994299194210e+02°)
9.68210981973237e+02	(-5.04531781697944e+01dB,1.79994286052495e+02°)
9.70442938796322e+02	(-5.04531781699938e+01dB,1.79994272880486e+02°)
9.72680040811264e+02	(-5.04531781701941e+01dB,1.79994259678112e+02°)
9.74922299878955e+02	(-5.04531781703953e+01dB,1.79994246445304e+02°)
9.77169727887630e+02	(-5.04531781705975e+01dB,1.79994233181990e+02°)
9.79422336752927e+02	(-5.04531781708005e+01dB,1.79994219888102e+02°)
9.81680138417955e+02	(-5.04531781710045e+01dB,1.79994206563568e+02°)
9.83943144853354e+02	(-5.04531781712095e+01dB,1.79994193208318e+02°)
9.86211368057358e+02	(-5.04531781714154e+01dB,1.79994179822281e+02°)
9.88484820055862e+02	(-5.04531781716222e+01dB,1.79994166405385e+02°)
9.90763512902480e+02	(-5.04531781718301e+01dB,1.79994152957561e+02°)
9.93047458678617e+02	(-5.04531781720388e+01dB,1.79994139478736e+02°)
9.95336669493524e+02	(-5.04531781722485e+01dB,1.79994125968840e+02°)
9.97631157484370e+02	(-5.04531781724592e+01dB,1.79994112427799e+02°)
9.99930934816302e+02	(-5.04531781726709e+01dB,1.79994098855544e+02°)
1.00223601368251e+03	(-5.04531781728836e+01dB,1.79994085252001e+02°)
1.00454640630429e+03	(-5.04531781730972e+01dB,1.79994071617099e+02°)
1.00686212493112e+03	(-5.04531781733118e+01dB,1.79994057950765e+02°)
1.00918318184071e+03	(-5.04531781735274e+01dB,1.79994044252927e+02°)
1.01150958933906e+03	(-5.04531781737440e+01dB,1.79994030523512e+02°)
1.01384135976057e+03	(-5.04531781739616e+01dB,1.79994016762448e+02°)
1.01617850546804e+03	(-5.04531781741802e+01dB,1.79994002969661e+02°)
1.01852103885279e+03	(-5.04531781743998e+01dB,1.79993989145078e+02°)
1.02086897233469e+03	(-5.04531781746204e+01dB,1.79993975288627e+02°)
1.02322231836227e+03	(-5.04531781748421e+01dB,1.79993961400233e+02°)
1.02558108941271e+03	(-5.04531781750648e+01dB,1.79993947479823e+02°)
1.02794529799200e+03	(-5.04531781752885e+01dB,1.79993933527323e+02°)
1.03031495663493e+03	(-5.04531781755132e+01dB,1.79993919542659e+02°)
1.03269007790519e+03	(-5.04531781757389e+01dB,1.79993905525757e+02°)
1.03507067439545e+03	(-5.04531781759658e+01dB,1.79993891476543e+02°)
1.03745675872738e+03	(-5.04531781761936e+01dB,1.79993877394943e+02°)
1.03984834355177e+03	(-5.04531781764225e+01dB,1.79993863280880e+02°)
1.04224544154857e+03	(-5.04531781766525e+01dB,1.79993849134282e+02°)
1.04464806542695e+03	(-5.04531781768835e+01dB,1.79993834955072e+02°)
1.04705622792537e+03	(-5.04531781771156e+01dB,1.79993820743176e+02°)
1.04946994181169e+03	(-5.04531781773488e+01dB,1.79993806498518e+02°)
1.05188921988316e+03	(-5.04531781775830e+01dB,1.79993792221023e+02°)
1.05431407496657e+03	(-5.04531781778183e+01dB,1.79993777910614e+02°)
1.05674451991825e+03	(-5.04531781780547e+01dB,1.79993763567217e+02°)
1.05918056762418e+03	(-5.04531781782922e+01dB,1.79993749190755e+02°)
1.06162223100003e+03	(-5.04531781785308e+01dB,1.79993734781151e+02°)
1.06406952299128e+03	(-5.04531781787705e+01dB,1.79993720338331e+02°)
1.06652245657321e+03	(-5.04531781790113e+01dB,1.79993705862215e+02°)
1.06898104475104e+03	(-5.04531781792532e+01dB,1.79993691352729e+02°)
1.07144530055995e+03	(-5.04531781794962e+01dB,1.79993676809796e+02°)
1.07391523706519e+03	(-5.04531781797404e+01dB,1.79993662233337e+02°)
1.07639086736211e+03	(-5.04531781799857e+01dB,1.79993647623276e+02°)
1.07887220457626e+03	(-5.04531781802321e+01dB,1.79993632979535e+02°)
1.08135926186343e+03	(-5.04531781804796e+01dB,1.79993618302038e+02°)
1.08385205240977e+03	(-5.04531781807283e+01dB,1.79993603590705e+02°)
1.08635058943179e+03	(-5.04531781809782e+01dB,1.79993588845458e+02°)
1.08885488617650e+03	(-5.04531781812291e+01dB,1.79993574066221e+02°)
1.09136495592142e+03	(-5.04531781814813e+01dB,1.79993559252914e+02°)
1.09388081197470e+03	(-5.04531781817346e+01dB,1.79993544405459e+02°)
1.09640246767515e+03	(-5.04531781819891e+01dB,1.79993529523776e+02°)
1.09892993639233e+03	(-5.04531781822447e+01dB,1.79993514607788e+02°)
1.10146323152665e+03	(-5.04531781825016e+01dB,1.79993499657415e+02°)
1.10400236650937e+03	(-5.04531781827596e+01dB,1.79993484672578e+02°)
1.10654735480274e+03	(-5.04531781830188e+01dB,1.79993469653197e+02°)
1.10909820990003e+03	(-5.04531781832792e+01dB,1.79993454599193e+02°)
1.11165494532562e+03	(-5.04531781835408e+01dB,1.79993439510486e+02°)
1.11421757463507e+03	(-5.04531781838037e+01dB,1.79993424386996e+02°)
