#f  UC Dt Division_r Division_t   df
50,1.00,0,1,10,5.0
75,1.00,0,1,10,5.0
115,1.00,200,1,10,5.0
170,0.95,200,0.5,10,5.0
250,0.90,200,0.5,10,5.0
400,0.87,150,0.5,10,5.0
600,0.83,160,0.5,10,5.0
850,0.75,160,0.5,10,5.0
1300,0.60,100,0.5,10,50.0
2000,0.45,90,0.5,10,50.0
3000,0.32,60,0.2,10,10.0
4500,0.22,45,0.2,50,10.0
6500,0.16,35,0.1,50,10.0
10000,0.10,22,0.1,50,10.0
15000,0.07,16,0.1,50,10.0
